hg19_pos,IMPACT,COUNT
chr19:18229263-18229265,MODIFIER,12.0
chr17:58165820-58165822,MODIFIER,16.0
chr20:6426043-6426045,MODIFIER,4.0
chr4:149429482-149429484,MODIFIER,1.0
chr10:97772990-97772992,MODIFIER,16.0
chr3:85686786-85686788,MODIFIER,1.0
chr20:33863608-33863610,MODIFIER,16.0
chr4:108646390-108646392,MODIFIER,5.0
chr16:7498859-7498861,MODIFIER,14.0
chr18:23292568-23292570,MODIFIER,5.0
chr22:43751235-43751237,MODIFIER,1.0
chr12:91551016-91551018,MODIFIER,15.0
chr13:87334238-87334240,MODIFIER,4.0
chr1:63577508-63577510,MODIFIER,12.0
chr8:71718182-71718184,MODIFIER,5.0
chr9:4252642-4252644,MODIFIER,2.0
chr6:83565069-83565071,MODIFIER,2.0
chrX:94789814-94789816,MODIFIER,5.0
chr3:14567939-14567941,MODIFIER,9.0
chr5:32535226-32535228,MODIFIER,11.0
chrX:106395208-106395210,MODIFIER,5.0
chr17:35469935-35469937,MODIFIER,14.0
chr16:9326136-9326138,MODIFIER,5.0
chr15:24708376-24708378,MODIFIER,5.0
chr21:24872596-24872598,MODIFIER,4.0
chr2:7470410-7470412,MODIFIER,5.0
chr18:45223289-45223291,MODIFIER,4.0
chr11:130202161-130202163,MODIFIER,4.0
chr12:93896394-93896396,MODIFIER,12.0
chr5:83351067-83351069,MODIFIER,4.0
chr22:28192285-28192287,MODIFIER,15.0
chr2:102437139-102437141,MODIFIER,7.0
chr2:172362834-172362836,MODIFIER,10.0
chr4:3617194-3617196,MODIFIER,5.0
chr22:26970594-26970596,MODIFIER,12.0
chr1:152444662-152444664,MODIFIER,2.0
chr14:67074774-67074776,MODIFIER,5.0
chr16:826924-826926,MODIFIER,4.0
chr17:26047691-26047693,MODIFIER,4.0
chr1:20324317-20324319,MODIFIER,3.0
chr4:78386102-78386104,MODIFIER,16.0
chr13:106943402-106943404,MODIFIER,10.0
chr11:102809397-102809399,MODIFIER,14.0
chr17:15615223-15615225,MODIFIER,5.0
chr10:22038800-22038802,MODIFIER,10.0
chr14:92915932-92915934,MODIFIER,12.0
chr4:123017698-123017700,MODIFIER,4.0
chr3:11554156-11554158,MODIFIER,4.0
chr3:63214899-63214901,MODIFIER,12.0
chr13:60823289-60823291,MODIFIER,2.0
chr10:37055482-37055484,MODIFIER,16.0
chr21:19203331-19203333,MODIFIER,7.0
chrX:112959057-112959059,MODIFIER,5.0
chr4:161937759-161937761,MODIFIER,9.0
chr12:28532402-28532404,MODIFIER,5.0
chr18:50000607-50000609,MODIFIER,15.0
chr11:42750254-42750256,MODIFIER,5.0
chr12:131852866-131852868,MODIFIER,4.0
chr22:24964527-24964529,MODIFIER,5.0
chr2:120912418-120912420,MODIFIER,2.0
chr4:134827882-134827884,MODIFIER,5.0
chr1:230868405-230868407,MODIFIER,5.0
chr11:49076409-49076411,MODIFIER,11.0
chr5:123789499-123789501,MODIFIER,14.0
chrX:992224-992226,MODIFIER,4.0
chr3:196851488-196851490,MODIFIER,5.0
chr9:77457576-77457578,MODIFIER,4.0
chr20:37383883-37383885,MODIFIER,13.0
chr9:139351572-139351574,MODIFIER,4.0
chr7:80716251-80716253,MODIFIER,5.0
chr5:171247044-171247046,MODIFIER,5.0
chr1:203211174-203211176,MODIFIER,5.0
chr4:18089129-18089131,MODIFIER,4.0
chr3:119845434-119845436,MODIFIER,10.0
chr14:80102578-80102580,MODIFIER,14.0
chr8:3184458-3184460,MODIFIER,5.0
chr13:85245702-85245704,MODIFIER,12.0
chr2:209837910-209837912,MODIFIER,6.0
chr3:56842441-56842443,MODIFIER,5.0
chr7:99475713-99475715,MODIFIER,2.0
chr5:14456973-14456975,MODIFIER,14.0
chr13:66561529-66561531,MODIFIER,4.0
chr5:158351010-158351012,MODIFIER,16.0
chr8:106574979-106574981,MODIFIER,12.0
chr4:178141332-178141334,MODIFIER,12.0
chr7:104792994-104792996,MODIFIER,12.0
chr16:79471445-79471447,MODIFIER,12.0
chr4:94974682-94974684,MODIFIER,4.0
chr12:48117631-48117633,MODIFIER,15.0
chr7:15852143-15852145,MODIFIER,4.0
chr17:8534060-8534062,MODIFIER,14.0
chr18:67035058-67035060,MODIFIER,15.0
chr19:42289989-42289991,MODIFIER,4.0
chr5:70259872-70259874,MODIFIER,5.0
chr6:83273906-83273908,MODIFIER,2.0
chr6:118984552-118984554,MODIFIER,15.0
chr7:64377337-64377339,MODIFIER,5.0
chr2:195004592-195004594,MODIFIER,4.0
chr9:11352783-11352785,MODIFIER,16.0
chr16:87832130-87832132,MODIFIER,4.0
chr12:60456153-60456155,MODIFIER,12.0
chr5:8008223-8008225,MODIFIER,5.0
chr1:6627605-6627607,MODIFIER,2.0
chr2:18026804-18026806,MODIFIER,7.0
chr11:3433697-3433699,MODIFIER,3.0
chr16:5904409-5904411,MODIFIER,5.0
chr2:175294489-175294491,MODIFIER,9.0
chr2:80845683-80845685,MODIFIER,12.0
chr11:73864398-73864400,MODIFIER,5.0
chr2:66414606-66414608,MODIFIER,5.0
chr6:97309711-97309713,MODIFIER,16.0
chr1:159744000-159744002,MODIFIER,15.0
chr16:32920733-32920735,MODIFIER,4.0
chr22:18249205-18249207,MODIFIER,2.0
chr4:131866941-131866943,MODIFIER,11.0
chr10:86362942-86362944,MODIFIER,5.0
chr22:29307037-29307039,MODIFIER,15.0
chr8:130551917-130551919,MODIFIER,14.0
chr1:232948895-232948897,MODIFIER,11.0
chr3:101751385-101751387,MODIFIER,14.0
chr8:59288604-59288606,MODIFIER,2.0
chr5:134591025-134591027,MODIFIER,13.0
chr6:44873147-44873149,MODIFIER,4.0
chr13:114634477-114634479,MODIFIER,5.0
chr6:37551895-37551897,MODIFIER,5.0
chr9:116850899-116850901,MODIFIER,16.0
chr1:169166008-169166010,MODIFIER,12.0
chr22:32810264-32810266,MODIFIER,16.0
chr15:63061210-63061212,MODIFIER,12.0
chr3:25447180-25447182,MODIFIER,9.0
chr17:44344912-44344914,MODIFIER,15.0
chr16:15007450-15007452,MODIFIER,14.0
chrX:119084251-119084253,MODIFIER,4.0
chr18:66065773-66065775,MODIFIER,3.0
chr4:25068027-25068029,MODIFIER,12.0
chr6:44344032-44344034,MODIFIER,16.0
chr3:143065474-143065476,MODIFIER,5.0
chr14:23120600-23120602,MODIFIER,7.0
chr15:36693992-36693994,MODIFIER,16.0
chr6:94653441-94653443,MODIFIER,13.0
chr2:158069297-158069299,MODIFIER,13.0
chr4:88202964-88202966,MODIFIER,4.0
chr7:17497473-17497475,MODIFIER,7.0
chr12:63084161-63084163,MODIFIER,14.0
chr7:76848022-76848024,MODIFIER,5.0
chrX:41521859-41521861,MODIFIER,5.0
chr8:69781447-69781449,MODIFIER,10.0
chrX:38631877-38631879,MODIFIER,5.0
chr3:52189574-52189576,MODIFIER,6.0
chr4:55735869-55735871,MODIFIER,5.0
chr18:32858724-32858726,MODIFIER,10.0
chr22:47839835-47839837,MODIFIER,5.0
chr17:15616878-15616880,MODIFIER,12.0
chr6:114081425-114081427,MODIFIER,5.0
chr10:15349478-15349480,MODIFIER,4.0
chr17:39347996-39347998,MODIFIER,5.0
chr10:83353024-83353026,MODIFIER,5.0
chr12:66883243-66883245,MODIFIER,4.0
chr3:62068076-62068078,MODIFIER,10.0
chr14:62469640-62469642,MODIFIER,5.0
chr8:69201696-69201698,MODIFIER,15.0
chr5:117489572-117489574,MODIFIER,16.0
chr20:15419901-15419903,MODIFIER,16.0
chr2:101183195-101183197,MODIFIER,4.0
chr18:27031682-27031684,MODIFIER,8.0
chr9:8280949-8280951,MODIFIER,16.0
chr13:31261797-31261799,MODIFIER,5.0
chr17:25616651-25616653,MODIFIER,5.0
chr20:19281141-19281143,MODIFIER,14.0
chr6:55766343-55766345,MODIFIER,10.0
chr11:44620225-44620227,MODIFIER,11.0
chr3:116859953-116859955,MODIFIER,16.0
chr3:94844568-94844570,MODIFIER,9.0
chr7:76358551-76358553,MODIFIER,2.0
chr14:41217727-41217729,MODIFIER,14.0
chr16:70884985-70884987,MODIFIER,5.0
chr12:14090484-14090486,MODIFIER,16.0
chr14:53564851-53564853,MODIFIER,10.0
chr16:75220087-75220089,MODIFIER,5.0
chr18:71013924-71013926,MODIFIER,12.0
chr4:80574054-80574056,MODIFIER,16.0
chr20:42077072-42077074,MODIFIER,3.0
chr11:41308265-41308267,MODIFIER,14.0
chr14:63363458-63363460,MODIFIER,16.0
chr2:200262887-200262889,MODIFIER,15.0
chr9:83818439-83818441,MODIFIER,15.0
chr1:208120317-208120319,MODIFIER,14.0
chr12:84182462-84182464,MODIFIER,2.0
chrX:81014325-81014327,MODIFIER,4.0
chr3:27679030-27679032,MODIFIER,11.0
chrX:12410243-12410245,MODIFIER,4.0
chr5:56403060-56403062,MODIFIER,8.0
chr17:19009416-19009418,MODIFIER,4.0
chr21:37346156-37346158,MODIFIER,13.0
chr4:828705-828707,MODIFIER,5.0
chr12:34853978-34853980,MODIFIER,1.0
chr20:6080861-6080863,MODIFIER,9.0
chr5:129038637-129038639,MODIFIER,1.0
chr14:20605925-20605927,MODIFIER,10.0
chr20:19608576-19608578,MODIFIER,5.0
chrX:62681434-62681436,MODIFIER,5.0
chr9:38935239-38935241,MODIFIER,4.0
chr9:137838970-137838972,MODIFIER,5.0
chr11:26716945-26716947,MODIFIER,15.0
chr11:67470201-67470203,MODIFIER,3.0
chr5:46240877-46240879,MODIFIER,1.0
chr5:79463090-79463092,MODIFIER,5.0
chr2:238486849-238486851,MODIFIER,12.0
chr16:25633297-25633299,MODIFIER,16.0
chr9:3224745-3224747,MODIFIER,15.0
chr17:60260463-60260465,MODIFIER,4.0
chr20:29500137-29500139,MODIFIER,3.0
chr14:45330931-45330933,MODIFIER,16.0
chr18:40792483-40792485,MODIFIER,9.0
chr1:55392957-55392959,MODIFIER,5.0
chr9:23243302-23243304,MODIFIER,5.0
chr18:64376622-64376624,MODIFIER,4.0
chr19:36912520-36912522,MODIFIER,15.0
chr4:169227760-169227762,MODIFIER,16.0
chr5:176292687-176292689,MODIFIER,16.0
chr18:5290934-5290936,MODIFIER,15.0
chr7:4901302-4901304,MODIFIER,13.0
chr19:58189858-58189860,MODIFIER,13.0
chr14:21956330-21956332,MODIFIER,14.0
chr9:21227924-21227926,MODIFIER,16.0
chr9:107651439-107651441,MODIFIER,16.0
chr8:72914477-72914479,MODIFIER,5.0
chr20:32678368-32678370,MODIFIER,16.0
chr11:64416355-64416357,MODIFIER,16.0
chr1:111144797-111144799,MODIFIER,15.0
chr19:52660207-52660209,MODIFIER,14.0
chr19:35758165-35758167,MODIFIER,16.0
chr19:49409078-49409080,MODIFIER,15.0
chr1:1653027-1653029,MODIFIER,16.0
chr10:121662443-121662445,MODIFIER,16.0
chr15:69690140-69690142,MODIFIER,5.0
chr2:27805202-27805204,MODIFIER,11.0
chrX:1467390-1467392,MODIFIER,4.0
chr8:78587433-78587435,MODIFIER,5.0
chr4:189550526-189550528,MODIFIER,5.0
chr16:74576449-74576451,MODIFIER,4.0
chr6:68297513-68297515,MODIFIER,5.0
chr1:86664634-86664636,MODIFIER,12.0
chr4:137283139-137283141,MODIFIER,2.0
chr17:19850643-19850645,MODIFIER,15.0
chr19:52172446-52172448,MODIFIER,5.0
chr2:174396527-174396529,MODIFIER,3.0
chr10:119748484-119748486,MODIFIER,10.0
chr15:93576437-93576439,MODIFIER,12.0
chr20:59698015-59698017,MODIFIER,12.0
chr14:62778338-62778340,MODIFIER,13.0
chr10:66536022-66536024,MODIFIER,9.0
chr4:63351838-63351840,MODIFIER,16.0
chr13:81741730-81741732,MODIFIER,16.0
chr5:65273748-65273750,MODIFIER,1.0
chr4:12296272-12296274,MODIFIER,4.0
chr6:92947513-92947515,MODIFIER,5.0
chr12:6007294-6007296,MODIFIER,11.0
chr14:104372187-104372189,MODIFIER,4.0
chr2:241674318-241674320,MODIFIER,13.0
chr7:101996093-101996095,MODIFIER,2.0
chr18:33553238-33553240,MODIFIER,10.0
chr20:25497482-25497484,MODIFIER,4.0
chr17:34811717-34811719,MODIFIER,6.0
chrX:130971529-130971531,MODIFIER,5.0
chr6:43551226-43551228,MODIFIER,13.0
chr10:46964215-46964217,MODIFIER,5.0
chr13:79557731-79557733,MODIFIER,14.0
chr1:198268029-198268031,MODIFIER,16.0
chr16:5715626-5715628,MODIFIER,14.0
chr5:74351225-74351227,MODIFIER,4.0
chr7:90178758-90178760,MODIFIER,5.0
chr2:100405556-100405558,MODIFIER,5.0
chr7:38167293-38167295,MODIFIER,16.0
chr8:135745408-135745410,MODIFIER,13.0
chr19:54853473-54853475,MODIFIER,4.0
chr4:82619557-82619559,MODIFIER,15.0
chr7:69910537-69910539,MODIFIER,12.0
chr18:38002399-38002401,MODIFIER,15.0
chr22:37609856-37609858,MODIFIER,15.0
chr19:14577473-14577475,MODIFIER,5.0
chr5:76906630-76906632,MODIFIER,2.0
chr8:20898673-20898675,MODIFIER,16.0
chr4:72428311-72428313,MODIFIER,5.0
chr1:146525239-146525241,MODIFIER,16.0
chr6:42421384-42421386,MODIFIER,16.0
chr6:9925522-9925524,MODIFIER,13.0
chr15:46810187-46810189,MODIFIER,5.0
chr15:84883899-84883901,MODIFIER,2.0
chr9:136493330-136493332,MODIFIER,5.0
chrX:57607956-57607958,MODIFIER,11.0
chr5:79595654-79595656,MODIFIER,5.0
chr2:172470445-172470447,MODIFIER,5.0
chr19:47257246-47257248,MODIFIER,10.0
chrX:124961662-124961664,MODIFIER,4.0
chr2:202751358-202751360,MODIFIER,15.0
chr11:44362599-44362601,MODIFIER,15.0
chr11:130328096-130328098,MODIFIER,16.0
chr1:52751610-52751612,MODIFIER,5.0
chr6:128454273-128454275,MODIFIER,11.0
chr14:78511294-78511296,MODIFIER,5.0
chr7:114500045-114500047,MODIFIER,16.0
chr1:197034255-197034257,MODIFIER,5.0
chr2:136306071-136306073,MODIFIER,5.0
chr5:18504531-18504533,MODIFIER,4.0
chr1:239055451-239055453,MODIFIER,4.0
chr18:13283909-13283911,MODIFIER,5.0
chr10:21125441-21125443,MODIFIER,5.0
chr5:148180777-148180779,MODIFIER,10.0
chr6:79119542-79119544,MODIFIER,4.0
chr3:42949765-42949767,MODIFIER,11.0
chr4:28966783-28966785,MODIFIER,14.0
chr2:46066742-46066744,MODIFIER,15.0
chr17:27015013-27015015,MODIFIER,15.0
chr3:69864427-69864429,MODIFIER,5.0
chr2:167027916-167027918,MODIFIER,13.0
chr12:71638262-71638264,MODIFIER,15.0
chrX:12211909-12211911,MODIFIER,1.0
chr8:129252642-129252644,MODIFIER,4.0
chr2:88955334-88955336,MODIFIER,10.0
chr8:85916915-85916917,MODIFIER,2.0
chr16:23307553-23307555,MODIFIER,12.0
chr13:86165099-86165101,MODIFIER,5.0
chr3:146519136-146519138,MODIFIER,12.0
chr4:159415332-159415334,MODIFIER,3.0
chr2:59678014-59678016,MODIFIER,5.0
chr5:57111252-57111254,MODIFIER,14.0
chr3:190767049-190767051,MODIFIER,5.0
chr3:62437859-62437861,MODIFIER,11.0
chr15:43114088-43114090,MODIFIER,4.0
chr5:179789495-179789497,MODIFIER,5.0
chr7:75300231-75300233,MODIFIER,5.0
chr10:99209784-99209786,MODIFIER,5.0
chr11:23881059-23881061,MODIFIER,4.0
chr1:85839743-85839745,MODIFIER,12.0
chr7:101509579-101509581,MODIFIER,5.0
chr7:48157442-48157444,MODIFIER,5.0
chr1:208073410-208073412,MODIFIER,14.0
chr14:86075691-86075693,MODIFIER,4.0
chr1:232413410-232413412,MODIFIER,9.0
chr2:44098160-44098162,MODIFIER,5.0
chr4:52767851-52767853,MODIFIER,16.0
chr5:76845152-76845154,MODIFIER,5.0
chr16:65324715-65324717,MODIFIER,12.0
chr2:31042684-31042686,MODIFIER,3.0
chr2:88136906-88136908,MODIFIER,5.0
chr7:126793325-126793327,MODIFIER,16.0
chr5:180295236-180295238,MODIFIER,5.0
chr2:196071910-196071912,MODIFIER,16.0
chr1:31673839-31673841,MODIFIER,5.0
chr22:50169482-50169484,MODIFIER,2.0
chr7:100842437-100842439,MODIFIER,4.0
chr21:15924023-15924025,MODIFIER,10.0
chr1:86169858-86169860,MODIFIER,12.0
chr4:6884386-6884388,MODIFIER,13.0
chr7:30107831-30107833,MODIFIER,5.0
chr2:222404885-222404887,MODIFIER,5.0
chr8:69732017-69732019,MODIFIER,15.0
chr10:11723535-11723537,MODIFIER,14.0
chr6:14262804-14262806,MODIFIER,12.0
chr8:129555219-129555221,MODIFIER,16.0
chr11:61322425-61322427,MODIFIER,14.0
chr3:64291689-64291691,MODIFIER,16.0
chr1:225479423-225479425,MODIFIER,2.0
chrX:37423550-37423552,MODIFIER,15.0
chr3:171288718-171288720,MODIFIER,4.0
chr2:159725069-159725071,MODIFIER,2.0
chr5:132331066-132331068,MODIFIER,5.0
chr19:34076432-34076434,MODIFIER,13.0
chr3:46976816-46976818,MODIFIER,16.0
chr2:111064340-111064342,MODIFIER,2.0
chr10:89709889-89709891,MODIFIER,1.0
chr2:195864991-195864993,MODIFIER,9.0
chr8:118591706-118591708,MODIFIER,11.0
chr11:94649804-94649806,MODIFIER,9.0
chr2:142603309-142603311,MODIFIER,10.0
chr7:19865255-19865257,MODIFIER,2.0
chr5:107125093-107125095,MODIFIER,4.0
chr9:99430826-99430828,MODIFIER,5.0
chr2:131502721-131502723,MODIFIER,5.0
chr9:2470115-2470117,MODIFIER,15.0
chr3:57891198-57891200,MODIFIER,5.0
chr18:22747051-22747053,MODIFIER,16.0
chr1:80800807-80800809,MODIFIER,4.0
chr1:95589981-95589983,MODIFIER,16.0
chr19:13701137-13701139,MODIFIER,8.0
chr2:118288240-118288242,MODIFIER,1.0
chrX:1487054-1487056,MODIFIER,3.0
chr4:10318959-10318961,MODIFIER,10.0
chr18:73548688-73548690,MODIFIER,10.0
chr16:7901843-7901845,MODIFIER,15.0
chr1:220659049-220659051,MODIFIER,15.0
chr1:244283861-244283863,MODIFIER,12.0
chr3:19597311-19597313,MODIFIER,11.0
chr2:166611778-166611780,MODIFIER,14.0
chr2:218160239-218160241,MODIFIER,5.0
chr3:177986117-177986119,MODIFIER,11.0
chr3:66094372-66094374,MODIFIER,9.0
chr4:31075880-31075882,MODIFIER,16.0
chr5:29131915-29131917,MODIFIER,14.0
chr5:10529546-10529548,MODIFIER,4.0
chrX:3738048-3738050,MODIFIER,5.0
chr6:121917894-121917896,MODIFIER,5.0
chr22:31522727-31522729,MODIFIER,14.0
chr3:97876175-97876177,MODIFIER,3.0
chr6:141662108-141662110,MODIFIER,5.0
chr6:126496803-126496805,MODIFIER,14.0
chr2:182493155-182493157,MODIFIER,14.0
chr15:102186319-102186321,MODIFIER,11.0
chr11:17959123-17959125,MODIFIER,16.0
chr4:28458082-28458084,MODIFIER,5.0
chr7:157774841-157774843,MODIFIER,1.0
chr12:93539697-93539699,MODIFIER,4.0
chr8:17454368-17454370,MODIFIER,13.0
chr4:105525814-105525816,MODIFIER,5.0
chr8:101361129-101361131,MODIFIER,15.0
chr17:12955112-12955114,MODIFIER,15.0
chr10:82631592-82631594,MODIFIER,2.0
chr7:4992675-4992677,MODIFIER,5.0
chr5:94699765-94699767,MODIFIER,5.0
chr2:160822948-160822950,MODIFIER,14.0
chr3:194577074-194577076,MODIFIER,16.0
chr10:5162659-5162661,MODIFIER,5.0
chr2:123352265-123352267,MODIFIER,12.0
chr6:63356749-63356751,MODIFIER,5.0
chr1:145273569-145273571,MODIFIER,16.0
chr11:99876182-99876184,MODIFIER,10.0
chr7:50971766-50971768,MODIFIER,2.0
chr18:31443813-31443815,MODIFIER,5.0
chr5:49984865-49984867,MODIFIER,3.0
chr7:79553733-79553735,MODIFIER,11.0
chr12:43660174-43660176,MODIFIER,9.0
chr7:153885032-153885034,MODIFIER,16.0
chr8:109931443-109931445,MODIFIER,4.0
chr10:37450486-37450488,MODIFIER,3.0
chr5:134663196-134663198,MODIFIER,16.0
chr11:59943438-59943440,MODIFIER,9.0
chr3:4957613-4957615,MODIFIER,4.0
chr19:55016228-55016230,MODIFIER,5.0
chr3:39616876-39616878,MODIFIER,16.0
chr1:162993845-162993847,MODIFIER,5.0
chr16:15120637-15120639,MODIFIER,15.0
chr20:22906573-22906575,MODIFIER,12.0
chr6:50633805-50633807,MODIFIER,5.0
chr3:135920686-135920688,MODIFIER,5.0
chr1:235766496-235766498,MODIFIER,4.0
chr12:3691527-3691529,MODIFIER,15.0
chr1:171448760-171448762,MODIFIER,4.0
chr5:20194449-20194451,MODIFIER,16.0
chrX:19465957-19465959,MODIFIER,1.0
chr22:36714157-36714159,MODIFIER,13.0
chr12:21595052-21595054,MODIFIER,5.0
chr15:49398633-49398635,MODIFIER,9.0
chr20:49277505-49277507,MODIFIER,4.0
chr14:20139771-20139773,MODIFIER,5.0
chr16:2357341-2357343,MODIFIER,5.0
chr1:27371936-27371938,MODIFIER,10.0
chr4:101489633-101489635,MODIFIER,4.0
chr8:47097726-47097728,MODIFIER,1.0
chr19:43290519-43290521,MODIFIER,5.0
chr3:42756029-42756031,MODIFIER,15.0
chr3:126402952-126402954,MODIFIER,13.0
chr1:235852913-235852915,MODIFIER,5.0
chr18:18661338-18661340,MODIFIER,4.0
chr2:103174858-103174860,MODIFIER,4.0
chr15:44737292-44737294,MODIFIER,4.0
chr3:97206489-97206491,MODIFIER,15.0
chr9:68197176-68197178,MODIFIER,5.0
chr5:119552849-119552851,MODIFIER,5.0
chr1:172482895-172482897,MODIFIER,16.0
chr10:25392902-25392904,MODIFIER,5.0
chr17:5633472-5633474,MODIFIER,6.0
chr12:7486477-7486479,MODIFIER,4.0
chr19:57576487-57576489,MODIFIER,5.0
chr10:87250330-87250332,MODIFIER,5.0
chr1:57634868-57634870,MODIFIER,15.0
chr14:74857361-74857363,MODIFIER,5.0
chr18:37523804-37523806,MODIFIER,13.0
chr13:98495144-98495146,MODIFIER,8.0
chr14:85647741-85647743,MODIFIER,14.0
chr5:69088337-69088339,MODIFIER,14.0
chr5:86612628-86612630,MODIFIER,5.0
chrX:39268700-39268702,MODIFIER,15.0
chr7:119571487-119571489,MODIFIER,10.0
chr10:58137323-58137325,MODIFIER,5.0
chr3:196422572-196422574,MODIFIER,4.0
chr1:102419794-102419796,MODIFIER,15.0
chr7:20183426-20183428,MODIFIER,15.0
chr10:37617739-37617741,MODIFIER,3.0
chr3:14445181-14445183,MODIFIER,2.0
chr3:114459876-114459878,MODIFIER,16.0
chr7:15205241-15205243,MODIFIER,6.0
chr3:73259804-73259806,MODIFIER,16.0
chr17:65199761-65199763,MODIFIER,13.0
chr4:132310137-132310139,MODIFIER,5.0
chr17:10601035-10601037,MODIFIER,14.0
chr5:10368337-10368339,MODIFIER,10.0
chr8:140882562-140882564,MODIFIER,11.0
chr11:79091052-79091054,MODIFIER,12.0
chr4:121421903-121421905,MODIFIER,12.0
chr11:91014690-91014692,MODIFIER,13.0
