hg19_pos,IMPACT,COUNT
chr4:169877175-169877177,MODIFIER,6.0
chr12:9170256-9170258,MODIFIER,5.0
chr12:123643198-123643200,MODIFIER,4.0
chr5:72033632-72033634,MODIFIER,5.0
chr10:67302859-67302861,MODIFIER,11.0
chr18:31018365-31018367,MODIFIER,14.0
chr7:19375645-19375647,MODIFIER,11.0
chr13:23012500-23012502,MODIFIER,13.0
chr17:46929726-46929728,MODIFIER,13.0
chr9:15281651-15281653,MODIFIER,12.0
chr7:15394163-15394165,MODIFIER,12.0
chr3:117255653-117255655,MODIFIER,5.0
chr11:37094545-37094547,MODIFIER,13.0
chr2:120839911-120839913,MODIFIER,4.0
chr14:66715145-66715147,MODIFIER,16.0
chr4:184793549-184793551,MODIFIER,16.0
chr3:136073140-136073142,MODIFIER,5.0
chr13:73375505-73375507,MODIFIER,5.0
chr2:104306683-104306685,MODIFIER,3.0
chr4:131879141-131879143,MODIFIER,4.0
chr21:27490894-27490896,MODIFIER,5.0
chr1:25048344-25048346,MODIFIER,4.0
chr21:41515716-41515718,MODIFIER,2.0
chr7:70454498-70454500,MODIFIER,5.0
chr7:27850537-27850539,MODIFIER,5.0
chr14:21529658-21529660,MODIFIER,12.0
chr11:40041544-40041546,MODIFIER,15.0
chr14:75465140-75465142,MODIFIER,5.0
chr1:120421402-120421404,MODIFIER,5.0
chr1:32239181-32239183,MODIFIER,13.0
chr6:31158761-31158763,MODIFIER,4.0
chr12:2113072-2113074,MODIFIER,9.0
chr14:88041403-88041405,MODIFIER,16.0
chr7:19435388-19435390,MODIFIER,5.0
chr5:82567797-82567799,MODIFIER,12.0
chr6:92127288-92127290,MODIFIER,15.0
chr1:75531890-75531892,MODIFIER,4.0
chr13:92939754-92939756,MODIFIER,9.0
chr4:29744498-29744500,MODIFIER,12.0
chr4:81787672-81787674,MODIFIER,11.0
chr12:101072232-101072234,MODIFIER,11.0
chr2:199061168-199061170,MODIFIER,4.0
chr2:79376256-79376258,MODIFIER,5.0
chr14:58275693-58275695,MODIFIER,12.0
chrX:14851537-14851539,MODIFIER,10.0
chr2:137225570-137225572,MODIFIER,5.0
chr5:150510634-150510636,MODIFIER,11.0
chr2:34416778-34416780,MODIFIER,8.0
chr4:94109075-94109077,MODIFIER,5.0
chr20:40814271-40814273,MODIFIER,14.0
chr14:31851558-31851560,MODIFIER,9.0
chr5:180515903-180515905,MODIFIER,4.0
chr5:95913667-95913669,MODIFIER,5.0
chr14:32471457-32471459,MODIFIER,16.0
chr3:2778272-2778274,MODIFIER,4.0
chr11:8262033-8262035,MODIFIER,5.0
chr2:12089067-12089069,MODIFIER,5.0
chr2:44124159-44124161,MODIFIER,16.0
chr13:61615193-61615195,MODIFIER,16.0
chr11:28029206-28029208,MODIFIER,10.0
chr13:80278499-80278501,MODIFIER,8.0
chr5:38119087-38119089,MODIFIER,10.0
chr6:53233868-53233870,MODIFIER,4.0
chr2:196540917-196540919,MODIFIER,5.0
chr3:196382383-196382385,MODIFIER,5.0
chr3:189676377-189676379,MODIFIER,12.0
chr7:126618494-126618496,MODIFIER,16.0
chr1:149762472-149762474,MODIFIER,13.0
chr9:99769568-99769570,MODIFIER,7.0
chr1:187190239-187190241,MODIFIER,3.0
chr15:32174795-32174797,MODIFIER,5.0
chr16:89932613-89932615,MODIFIER,3.0
chr10:35810435-35810437,MODIFIER,6.0
chr7:147419591-147419593,MODIFIER,15.0
chr2:134051726-134051728,MODIFIER,16.0
chr2:155391742-155391744,MODIFIER,5.0
chr10:134448894-134448896,MODIFIER,4.0
chr6:74104942-74104944,MODIFIER,15.0
chr2:58603129-58603131,MODIFIER,11.0
chr12:94639621-94639623,MODIFIER,13.0
chr6:10123993-10123995,MODIFIER,4.0
chr16:10763445-10763447,MODIFIER,5.0
chr5:168385155-168385157,MODIFIER,8.0
chr11:23064763-23064765,MODIFIER,10.0
chr13:24649479-24649481,MODIFIER,15.0
chr4:87675406-87675408,MODIFIER,15.0
chr12:114655349-114655351,MODIFIER,5.0
chr3:183531808-183531810,MODIFIER,2.0
chr20:6619864-6619866,MODIFIER,12.0
chr3:55705031-55705033,MODIFIER,13.0
chr1:45633618-45633620,MODIFIER,4.0
chr17:73710438-73710440,MODIFIER,12.0
chr2:148973917-148973919,MODIFIER,14.0
chr13:103053058-103053060,MODIFIER,14.0
chr1:221640361-221640363,MODIFIER,5.0
chr9:6060695-6060697,MODIFIER,2.0
chr5:166831150-166831152,MODIFIER,16.0
chr2:196108944-196108946,MODIFIER,4.0
chr17:57863085-57863087,MODIFIER,6.0
chr1:143190027-143190029,MODIFIER,10.0
chrX:141053925-141053927,MODIFIER,5.0
chr8:91818287-91818289,MODIFIER,11.0
chr4:58526131-58526133,MODIFIER,13.0
chr5:57976085-57976087,MODIFIER,16.0
chr7:84085858-84085860,MODIFIER,14.0
chr4:187052459-187052461,MODIFIER,2.0
chr2:113062970-113062972,MODIFIER,6.0
chr1:178910817-178910819,MODIFIER,5.0
chr22:44226765-44226767,MODIFIER,8.0
chr8:19750801-19750803,MODIFIER,2.0
chr16:971430-971432,MODIFIER,5.0
chr2:133337771-133337773,MODIFIER,13.0
chr5:74911987-74911989,MODIFIER,12.0
chr8:102388168-102388170,MODIFIER,9.0
chr2:67838876-67838878,MODIFIER,12.0
chr4:43478297-43478299,MODIFIER,4.0
chr10:43569952-43569954,MODIFIER,5.0
chr3:73969819-73969821,MODIFIER,3.0
chr5:24790592-24790594,MODIFIER,12.0
chr9:36010382-36010384,MODIFIER,15.0
chr1:53067513-53067515,MODIFIER,12.0
chr8:100934110-100934112,MODIFIER,13.0
chr12:32259299-32259301,MODIFIER,15.0
chr5:62310132-62310134,MODIFIER,11.0
chr18:50906932-50906934,MODIFIER,15.0
chr11:32594203-32594205,MODIFIER,4.0
chr3:77807363-77807365,MODIFIER,5.0
chr9:88213281-88213283,MODIFIER,7.0
chr2:84780770-84780772,MODIFIER,4.0
chr11:2023190-2023192,MODIFIER,14.0
chr1:244367946-244367948,MODIFIER,16.0
chr9:69737479-69737481,MODIFIER,2.0
chr10:34839909-34839911,MODIFIER,12.0
chrX:134908344-134908346,MODIFIER,5.0
chr20:43858796-43858798,MODIFIER,16.0
chr4:127891338-127891340,MODIFIER,16.0
chr3:149683255-149683257,MODIFIER,16.0
chr19:50292087-50292089,MODIFIER,4.0
chr11:58928903-58928905,MODIFIER,5.0
chr1:35843028-35843030,MODIFIER,12.0
chr9:105554647-105554649,MODIFIER,1.0
chr6:130782224-130782226,MODIFIER,15.0
chr9:5293562-5293564,MODIFIER,4.0
chr5:27156425-27156427,MODIFIER,4.0
chr10:80214593-80214595,MODIFIER,10.0
chr20:55811899-55811901,MODIFIER,10.0
chr12:101094348-101094350,MODIFIER,16.0
chr5:102811140-102811142,MODIFIER,15.0
chr20:32334025-32334027,MODIFIER,4.0
chr15:60772305-60772307,MODIFIER,5.0
chr4:152812669-152812671,MODIFIER,13.0
chr3:56562435-56562437,MODIFIER,11.0
chr12:84979509-84979511,MODIFIER,16.0
chr5:30467362-30467364,MODIFIER,12.0
chr7:13305859-13305861,MODIFIER,5.0
chr11:5349817-5349819,MODIFIER,15.0
chr5:163969933-163969935,MODIFIER,12.0
chr9:140428084-140428086,MODIFIER,5.0
chr20:38930853-38930855,MODIFIER,10.0
chr10:21138596-21138598,MODIFIER,5.0
chr13:70296606-70296608,MODIFIER,5.0
chr4:132378312-132378314,MODIFIER,5.0
chr15:66765403-66765405,MODIFIER,12.0
chr8:50815488-50815490,MODIFIER,13.0
chr16:53262495-53262497,MODIFIER,1.0
chr6:98723337-98723339,MODIFIER,15.0
chr4:6799154-6799156,MODIFIER,11.0
chr2:49426158-49426160,MODIFIER,13.0
chr4:55574193-55574195,MODIFIER,12.0
chr5:139457945-139457947,MODIFIER,9.0
chrX:27076273-27076275,MODIFIER,4.0
chr4:65425310-65425312,MODIFIER,10.0
chr7:119673268-119673270,MODIFIER,5.0
chr6:27499703-27499705,MODIFIER,5.0
chr2:57851878-57851880,MODIFIER,14.0
chr6:161217007-161217009,MODIFIER,4.0
chr6:49254279-49254281,MODIFIER,5.0
chr17:38961892-38961894,MODIFIER,5.0
chr16:50981855-50981857,MODIFIER,13.0
chr6:70705710-70705712,MODIFIER,12.0
chr2:236715921-236715923,MODIFIER,16.0
chr10:75555321-75555323,MODIFIER,16.0
chr14:105833639-105833641,MODIFIER,15.0
chr3:126135342-126135344,MODIFIER,15.0
chr19:56614224-56614226,MODIFIER,5.0
chr16:88600326-88600328,MODIFIER,1.0
chr3:122418466-122418468,MODIFIER,16.0
chr6:52656753-52656755,MODIFIER,16.0
chr6:38690668-38690670,MODIFIER,15.0
chr20:39813822-39813824,MODIFIER,16.0
chr3:194838481-194838483,MODIFIER,14.0
chr16:22012524-22012526,MODIFIER,16.0
chr8:984270-984272,MODIFIER,4.0
chr1:152620080-152620082,MODIFIER,4.0
chr14:85640310-85640312,MODIFIER,14.0
chr2:142566464-142566466,MODIFIER,15.0
chr7:56984439-56984441,MODIFIER,2.0
chr4:36367904-36367906,MODIFIER,5.0
chr5:73248330-73248332,MODIFIER,15.0
chr1:81417049-81417051,MODIFIER,3.0
chr4:562273-562275,MODIFIER,8.0
chr1:28884902-28884904,MODIFIER,11.0
chr10:42796984-42796986,MODIFIER,2.0
chr11:36626234-36626236,MODIFIER,14.0
chr2:40940363-40940365,MODIFIER,5.0
chr1:6334523-6334525,MODIFIER,5.0
chr9:140416816-140416818,MODIFIER,1.0
chr2:111706520-111706522,MODIFIER,15.0
chr12:4116638-4116640,MODIFIER,12.0
chr1:227101712-227101714,MODIFIER,12.0
chr4:36379882-36379884,MODIFIER,4.0
chr7:30367577-30367579,MODIFIER,15.0
chr12:130107689-130107691,MODIFIER,13.0
chr3:32346337-32346339,MODIFIER,15.0
chr6:120506989-120506991,MODIFIER,5.0
chr10:45265072-45265074,MODIFIER,5.0
chr1:161086018-161086020,MODIFIER,2.0
chr4:163250015-163250017,MODIFIER,4.0
chrX:128551455-128551457,MODIFIER,5.0
chr6:136305787-136305789,MODIFIER,16.0
chr10:87114862-87114864,MODIFIER,12.0
chr4:132594443-132594445,MODIFIER,16.0
chr7:20057739-20057741,MODIFIER,4.0
chr14:82535179-82535181,MODIFIER,5.0
chrX:81978813-81978815,MODIFIER,16.0
chr15:42383180-42383182,MODIFIER,2.0
chr1:191057567-191057569,MODIFIER,11.0
chr2:198026333-198026335,MODIFIER,16.0
chr7:132171849-132171851,MODIFIER,16.0
chr6:164054934-164054936,MODIFIER,5.0
chr2:240024980-240024982,MODIFIER,10.0
chr10:7688877-7688879,MODIFIER,6.0
chr19:20996856-20996858,MODIFIER,4.0
chr11:37860118-37860120,MODIFIER,14.0
chr8:4063809-4063811,MODIFIER,5.0
chr1:179807308-179807310,MODIFIER,5.0
chr14:76984085-76984087,MODIFIER,12.0
chr18:47848689-47848691,MODIFIER,5.0
chr14:105354328-105354330,MODIFIER,4.0
chr9:118426641-118426643,MODIFIER,13.0
chr14:42490522-42490524,MODIFIER,11.0
chr14:96658131-96658133,MODIFIER,5.0
chr15:29124222-29124224,MODIFIER,2.0
chr16:13635291-13635293,MODIFIER,5.0
chr8:138009932-138009934,MODIFIER,5.0
chr19:59086841-59086843,MODIFIER,5.0
chrX:25580294-25580296,MODIFIER,16.0
chr5:76301592-76301594,MODIFIER,5.0
chr12:30142026-30142028,MODIFIER,5.0
chr1:181663656-181663658,MODIFIER,5.0
chr6:16531712-16531714,MODIFIER,5.0
chr14:50070557-50070559,MODIFIER,5.0
chr21:10025665-10025667,MODIFIER,2.0
chr9:111110366-111110368,MODIFIER,14.0
chr5:129958791-129958793,MODIFIER,5.0
chr9:86373712-86373714,MODIFIER,11.0
chr10:53367944-53367946,MODIFIER,5.0
chr13:68500088-68500090,MODIFIER,16.0
chr10:132897052-132897054,MODIFIER,14.0
chr6:53662343-53662345,MODIFIER,16.0
chr16:60975865-60975867,MODIFIER,4.0
chrX:108657111-108657113,MODIFIER,1.0
chr21:32389205-32389207,MODIFIER,10.0
chr14:72313780-72313782,MODIFIER,1.0
chr8:108115472-108115474,MODIFIER,14.0
chr7:116235490-116235492,MODIFIER,10.0
chr4:25328905-25328907,MODIFIER,5.0
chr1:50673096-50673098,MODIFIER,14.0
chr12:3005845-3005847,MODIFIER,5.0
chr3:10264966-10264968,MODIFIER,11.0
chr11:40486496-40486498,MODIFIER,5.0
chr21:14625441-14625443,MODIFIER,4.0
chr6:6298401-6298403,MODIFIER,2.0
chr1:150278150-150278152,MODIFIER,5.0
chrX:21418251-21418253,MODIFIER,13.0
chr22:47603544-47603546,MODIFIER,10.0
chr6:28833156-28833158,MODIFIER,5.0
chr13:92065224-92065226,MODIFIER,13.0
chr15:94928421-94928423,MODIFIER,16.0
chr3:22532269-22532271,MODIFIER,13.0
chr1:175988178-175988180,MODIFIER,4.0
chr6:44251795-44251797,MODIFIER,14.0
chr2:180106371-180106373,MODIFIER,5.0
chr6:330881-330883,MODIFIER,15.0
chr8:60674929-60674931,MODIFIER,4.0
chr3:194945291-194945293,MODIFIER,10.0
chr20:55966501-55966503,MODIFIER,1.0
chr6:160206228-160206230,MODIFIER,5.0
chr6:52280075-52280077,MODIFIER,11.0
chr6:82666894-82666896,MODIFIER,3.0
chr6:54030014-54030016,MODIFIER,11.0
chr18:54694444-54694446,MODIFIER,16.0
chr14:83414500-83414502,MODIFIER,5.0
chr2:145663918-145663920,MODIFIER,16.0
chr9:94962502-94962504,MODIFIER,2.0
chr2:233538094-233538096,MODIFIER,12.0
chr5:88740592-88740594,MODIFIER,16.0
chr2:189249100-189249102,MODIFIER,5.0
chr18:70943952-70943954,MODIFIER,4.0
chr3:12603566-12603568,MODIFIER,10.0
chr1:245068354-245068356,MODIFIER,5.0
chr4:9064707-9064709,MODIFIER,11.0
chr10:120244604-120244606,MODIFIER,11.0
chr20:54390373-54390375,MODIFIER,2.0
chr21:32962323-32962325,MODIFIER,5.0
chr15:97526264-97526266,MODIFIER,10.0
chr22:37907649-37907651,MODIFIER,14.0
chr21:24437440-24437442,MODIFIER,5.0
chr8:20955442-20955444,MODIFIER,14.0
chr9:25744634-25744636,MODIFIER,16.0
chr2:139478088-139478090,MODIFIER,12.0
chr2:41211174-41211176,MODIFIER,2.0
chr11:12147501-12147503,MODIFIER,16.0
chr18:56348044-56348046,MODIFIER,1.0
chr16:34614632-34614634,MODIFIER,5.0
chr4:70894618-70894620,MODIFIER,3.0
chr10:3031231-3031233,MODIFIER,5.0
chr6:123010074-123010076,MODIFIER,4.0
chr14:87571348-87571350,MODIFIER,12.0
chr2:66273403-66273405,MODIFIER,12.0
chr3:18909922-18909924,MODIFIER,16.0
chr12:3268097-3268099,MODIFIER,16.0
chr15:72637673-72637675,MODIFIER,15.0
chr13:112173086-112173088,MODIFIER,5.0
chr5:93272887-93272889,MODIFIER,1.0
chr19:30400513-30400515,MODIFIER,14.0
chr8:137314324-137314326,MODIFIER,15.0
chr9:88788186-88788188,MODIFIER,4.0
chr2:216970631-216970633,MODIFIER,4.0
chr8:64125697-64125699,MODIFIER,15.0
chr16:5469269-5469271,MODIFIER,4.0
chr7:134949187-134949189,MODIFIER,5.0
chr5:931471-931473,MODIFIER,4.0
chr3:13580682-13580684,MODIFIER,12.0
chr16:78863443-78863445,MODIFIER,5.0
chr1:64648669-64648671,MODIFIER,4.0
chr18:11267612-11267614,MODIFIER,12.0
chr10:21401262-21401264,MODIFIER,4.0
chr17:65393160-65393162,MODIFIER,5.0
chr7:122060312-122060314,MODIFIER,12.0
chr2:229848281-229848283,MODIFIER,13.0
chr10:65335305-65335307,MODIFIER,10.0
chr16:63454399-63454401,MODIFIER,15.0
chr3:89600148-89600150,MODIFIER,4.0
chr5:22146720-22146722,MODIFIER,14.0
chr6:119343243-119343245,MODIFIER,3.0
chr1:28778637-28778639,MODIFIER,5.0
chr4:137918124-137918126,MODIFIER,5.0
chr22:38954314-38954316,MODIFIER,11.0
chr3:14441638-14441640,MODIFIER,2.0
chr16:55228229-55228231,MODIFIER,11.0
chr11:39781232-39781234,MODIFIER,2.0
chr10:70408754-70408756,MODIFIER,12.0
chr14:21169919-21169921,MODIFIER,5.0
chr6:90525009-90525011,MODIFIER,9.0
chr18:9482472-9482474,MODIFIER,4.0
chr5:168716376-168716378,MODIFIER,16.0
chr15:92021985-92021987,MODIFIER,15.0
chr8:97611475-97611477,MODIFIER,12.0
chr7:118794748-118794750,MODIFIER,14.0
chr3:80460088-80460090,MODIFIER,8.0
chr2:160826247-160826249,MODIFIER,5.0
chr4:88274907-88274909,MODIFIER,15.0
chr8:91521050-91521052,MODIFIER,10.0
chr18:40917249-40917251,MODIFIER,2.0
chr7:35898050-35898052,MODIFIER,5.0
chr8:53671367-53671369,MODIFIER,5.0
chr3:12111979-12111981,MODIFIER,2.0
chr4:57661972-57661974,MODIFIER,16.0
chr7:24538999-24539001,MODIFIER,15.0
chr6:31128943-31128945,MODIFIER,5.0
chr6:159638175-159638177,MODIFIER,10.0
chr12:73333197-73333199,MODIFIER,5.0
chrX:58502633-58502635,MODIFIER,1.0
chr8:142479607-142479609,MODIFIER,1.0
chr4:41077468-41077470,MODIFIER,13.0
chr11:109079011-109079013,MODIFIER,16.0
chr6:50712671-50712673,MODIFIER,16.0
chr5:148564902-148564904,MODIFIER,16.0
chr5:153553606-153553608,MODIFIER,13.0
chr5:25732638-25732640,MODIFIER,5.0
chr1:89371061-89371063,MODIFIER,5.0
chr1:104016552-104016554,MODIFIER,8.0
chr11:4873338-4873340,MODIFIER,5.0
chrX:125149941-125149943,MODIFIER,5.0
chr6:138634496-138634498,MODIFIER,14.0
chr8:61584520-61584522,MODIFIER,16.0
chr6:120081627-120081629,MODIFIER,15.0
chr12:97240682-97240684,MODIFIER,15.0
chr8:40677864-40677866,MODIFIER,2.0
chr11:121155107-121155109,MODIFIER,4.0
chr1:41370807-41370809,MODIFIER,5.0
chr5:24101942-24101944,MODIFIER,12.0
chr6:129347762-129347764,MODIFIER,13.0
chr1:21308382-21308384,MODIFIER,15.0
chr13:24474180-24474182,MODIFIER,13.0
chr4:36175474-36175476,MODIFIER,5.0
chr13:80498902-80498904,MODIFIER,4.0
chr8:59304469-59304471,MODIFIER,8.0
chr1:29508521-29508523,MODIFIER,15.0
chr3:129557024-129557026,MODIFIER,5.0
chr1:147797173-147797175,MODIFIER,2.0
chr5:170641904-170641906,MODIFIER,5.0
chr9:26839965-26839967,MODIFIER,15.0
chr12:128985138-128985140,MODIFIER,5.0
chr2:104617580-104617582,MODIFIER,4.0
chr19:10111414-10111416,MODIFIER,15.0
chr1:247119672-247119674,MODIFIER,4.0
chr1:102776460-102776462,MODIFIER,5.0
chr6:124032221-124032223,MODIFIER,10.0
chr8:64646322-64646324,MODIFIER,13.0
chr14:58989631-58989633,MODIFIER,11.0
chr6:127387441-127387443,MODIFIER,5.0
chr2:55377445-55377447,MODIFIER,13.0
chr16:17473541-17473543,MODIFIER,12.0
chr13:20533073-20533075,MODIFIER,12.0
chr7:152746990-152746992,MODIFIER,12.0
chr14:85437382-85437384,MODIFIER,16.0
chr10:103594998-103595000,MODIFIER,16.0
chr14:80157716-80157718,MODIFIER,5.0
chr1:74480392-74480394,MODIFIER,5.0
chr17:33670768-33670770,MODIFIER,5.0
chr17:65773211-65773213,MODIFIER,5.0
chr9:43531348-43531350,MODIFIER,5.0
chr6:62260721-62260723,MODIFIER,5.0
chr1:83284008-83284010,MODIFIER,5.0
chr2:161316690-161316692,MODIFIER,16.0
chr1:106027014-106027016,MODIFIER,5.0
chr5:78331064-78331066,MODIFIER,11.0
chr8:135693471-135693473,MODIFIER,5.0
chr17:78986767-78986769,MODIFIER,5.0
chr12:72489864-72489866,MODIFIER,12.0
chr7:47982830-47982832,MODIFIER,5.0
chr7:10523012-10523014,MODIFIER,5.0
chr10:48444887-48444889,MODIFIER,4.0
chr7:54643456-54643458,MODIFIER,15.0
chr1:33256915-33256917,MODIFIER,16.0
chr5:108175234-108175236,MODIFIER,8.0
chr2:20735178-20735180,MODIFIER,15.0
chr9:83670337-83670339,MODIFIER,5.0
chr13:69845338-69845340,MODIFIER,8.0
chr4:34066263-34066265,MODIFIER,14.0
chr12:133040926-133040928,MODIFIER,4.0
chr9:33392814-33392816,MODIFIER,15.0
chr2:122511176-122511178,MODIFIER,5.0
chr17:19402873-19402875,MODIFIER,5.0
chr10:130213414-130213416,MODIFIER,10.0
chr9:87730564-87730566,MODIFIER,5.0
chr3:138321019-138321021,MODIFIER,5.0
chr6:169923404-169923406,MODIFIER,5.0
chr10:57040196-57040198,MODIFIER,5.0
chr1:101287474-101287476,MODIFIER,5.0
chr1:9814385-9814387,MODIFIER,5.0
chr5:163147627-163147629,MODIFIER,5.0
chr14:103504296-103504298,MODIFIER,2.0
chr2:11961477-11961479,MODIFIER,5.0
chr4:170675054-170675056,MODIFIER,16.0
