impact,hg19_pos,count,name
MODIFIER,45838299,13.0,COVID
MODIFIER,45839175,10.0,COVID
MODIFIER,45841937,15.0,COVID
MODIFIER,45843241,5.0,COVID
MODIFIER,45843314,11.0,COVID
MODIFIER,45843438,15.0,COVID
MODIFIER,45844197,12.0,COVID
MODIFIER,45845747,10.0,COVID
MODIFIER,45846768,5.0,COVID
MODIFIER,45847240,8.0,COVID
MODIFIER,45848759,15.0,COVID
MODIFIER,45850782,5.0,COVID
MODIFIER,45859650,12.0,COVID
MODIFIER,45861931,7.0,COVID
MODIFIER,45862951,5.0,COVID
MODIFIER,45864731,5.0,COVID
MODIFIER,45867439,14.0,COVID
MODIFIER,45871907,16.0,COVID
MODIFIER,45876458,14.0,COVID
MODIFIER,45880480,10.0,COVID
MODIFIER,45888689,5.0,COVID
MODIFIER,45889920,5.0,COVID
MODIFIER,45889948,5.0,COVID
MODIFIER,45899650,10.0,COVID
MODIFIER,45900633,14.0,COVID
MODIFIER,45901088,12.0,COVID
MODIFIER,45902494,16.0,COVID
MODIFIER,45908115,9.0,COVID
MODIFIER,45908513,4.0,COVID
MODIFIER,45908858,4.0,COVID
MODIFIER,45909023,14.0,COVID
MODIFIER,45909527,2.0,COVID
MODIFIER,45909643,3.0,COVID
MODIFIER,45914584,9.0,COVID
MODIFIER,45916785,5.0,COVID
MODIFIER,45918214,10.0,COVID
MODIFIER,45920297,4.0,COVID
MODIFIER,45926042,15.0,COVID
MODIFIER,45927758,16.0,COVID
MODIFIER,45928768,15.0,COVID
MODIFIER,45930795,15.0,COVID
MODIFIER,45932406,5.0,COVID
MODIFIER,45936944,5.0,COVID
MODIFIER,45939015,7.0,COVID
MODIFIER,45939801,7.0,COVID
MODIFIER,45945131,12.0,COVID
MODIFIER,45947017,8.0,COVID
MODIFIER,45951646,5.0,COVID
MODIFIER,45954338,7.0,COVID
MODIFIER,45960419,11.0,COVID
MODIFIER,45960645,15.0,COVID
MODIFIER,45960699,16.0,COVID
MODIFIER,45962602,15.0,COVID
MODIFIER,45968042,12.0,COVID
MODIFIER,45970390,14.0,COVID
MODIFIER,45974091,12.0,COVID
MODIFIER,45975442,5.0,COVID
MODIFIER,45976661,5.0,COVID
MODIFIER,45977809,12.0,COVID
MODIFIER,45981170,16.0,COVID
MODIFIER,45983475,10.0,COVID
MODIFIER,45985346,15.0,COVID
MODIFIER,45989872,16.0,COVID
MODIFIER,45989920,16.0,COVID
MODIFIER,45993644,13.0,COVID
MODIFIER,45995747,5.0,COVID
MODIFIER,45996500,5.0,COVID
MODIFIER,45997262,14.0,COVID
MODIFIER,45997505,15.0,COVID
MODIFIER,45999208,16.0,COVID
MODIFIER,46000727,15.0,COVID
MODIFIER,46000869,14.0,COVID
MODIFIER,46001226,15.0,COVID
MODIFIER,46001366,14.0,COVID
MODIFIER,46001719,9.0,COVID
MODIFIER,46002962,5.0,COVID
MODIFIER,46003495,15.0,COVID
MODIFIER,46003536,12.0,COVID
MODIFIER,46006238,14.0,COVID
MODIFIER,46006268,13.0,COVID
MODIFIER,46006340,12.0,COVID
MODIFIER,46007487,15.0,COVID
MODIFIER,46011435,12.0,COVID
MODIFIER,46012278,14.0,COVID
MODIFIER,46012374,13.0,COVID
MODIFIER,46012390,16.0,COVID
MODIFIER,46013831,11.0,COVID
MODIFIER,46014544,15.0,COVID
MODIFIER,46015568,5.0,COVID
MODIFIER,46015932,14.0,COVID
MODIFIER,46018343,12.0,COVID
MODIFIER,46022832,16.0,COVID
MODIFIER,46024528,13.0,COVID
MODIFIER,46025047,13.0,COVID
MODIFIER,46035096,16.0,COVID
MODIFIER,46036386,16.0,COVID
MODIFIER,46039059,5.0,COVID
MODIFIER,46039867,5.0,COVID
MODIFIER,46041836,5.0,COVID
MODIFIER,46046458,5.0,COVID
MODIFIER,46047657,5.0,COVID
MODIFIER,46049763,5.0,COVID
MODIFIER,46049764,5.0,COVID
MODIFIER,46049826,5.0,COVID
MODIFIER,46051701,5.0,COVID
MODIFIER,46051773,5.0,COVID
MODIFIER,46052262,5.0,COVID
MODIFIER,46052799,5.0,COVID
MODIFIER,46053580,5.0,COVID
MODIFIER,46053967,5.0,COVID
MODIFIER,46054155,5.0,COVID
MODIFIER,46055249,4.0,COVID
MODIFIER,46055715,5.0,COVID
MODIFIER,46055908,4.0,COVID
MODIFIER,46056161,4.0,COVID
MODIFIER,46056172,4.0,COVID
MODIFIER,46056910,1.0,COVID
MODIFIER,46057866,11.0,COVID
MODIFIER,46058907,11.0,COVID
MODIFIER,46059248,10.0,COVID
MODIFIER,46059483,11.0,COVID
MODIFIER,46061217,10.0,COVID
MODIFIER,46061303,13.0,COVID
MODIFIER,46061996,5.0,COVID
MODIFIER,46063328,16.0,COVID
MODIFIER,46063752,5.0,COVID
MODIFIER,46064617,5.0,COVID
MODIFIER,46064625,5.0,COVID
MODIFIER,46065762,15.0,COVID
MODIFIER,46065962,16.0,COVID
MODIFIER,46067506,16.0,COVID
MODIFIER,46068472,5.0,COVID
MODIFIER,46068834,16.0,COVID
MODIFIER,46069572,5.0,COVID
MODIFIER,46070336,5.0,COVID
MODIFIER,46070352,5.0,COVID
MODIFIER,46071080,5.0,COVID
MODIFIER,46071326,12.0,COVID
MODIFIER,46071762,5.0,COVID
MODIFIER,46071867,5.0,COVID
MODIFIER,46072518,5.0,COVID
MODIFIER,46072629,5.0,COVID
MODIFIER,46072703,5.0,COVID
MODIFIER,46072767,5.0,COVID
MODIFIER,46072838,5.0,COVID
MODIFIER,46073313,5.0,COVID
MODIFIER,46073922,5.0,COVID
MODIFIER,46074710,5.0,COVID
MODIFIER,46074857,5.0,COVID
MODIFIER,46075089,5.0,COVID
MODIFIER,46077331,5.0,COVID
MODIFIER,46077389,5.0,COVID
MODIFIER,46078291,5.0,COVID
MODIFIER,46079870,5.0,COVID
MODIFIER,46080023,5.0,COVID
MODIFIER,46080175,5.0,COVID
MODIFIER,46080911,5.0,COVID
MODIFIER,46081107,5.0,COVID
MODIFIER,46081305,5.0,COVID
MODIFIER,46081332,5.0,COVID
MODIFIER,46081706,5.0,COVID
MODIFIER,46082480,5.0,COVID
MODIFIER,46083200,5.0,COVID
MODIFIER,46083356,5.0,COVID
MODIFIER,46083633,5.0,COVID
MODIFIER,46083940,5.0,COVID
MODIFIER,46084371,5.0,COVID
MODIFIER,46084460,5.0,COVID
MODIFIER,46084741,5.0,COVID
MODIFIER,46084948,5.0,COVID
MODIFIER,46085320,5.0,COVID
MODIFIER,46086082,5.0,COVID
MODIFIER,46087991,5.0,COVID
MODIFIER,46088281,5.0,COVID
MODIFIER,46088335,5.0,COVID
MODIFIER,46089340,2.0,COVID
MODIFIER,46090476,5.0,COVID
MODIFIER,46090556,5.0,COVID
MODIFIER,46090621,3.0,COVID
MODIFIER,46094062,5.0,COVID
MODIFIER,46095103,5.0,COVID
MODIFIER,46096797,5.0,COVID
MODIFIER,46098525,4.0,COVID
MODIFIER,46099153,4.0,COVID
MODIFIER,46100137,4.0,COVID
MODIFIER,46100490,4.0,COVID
MODIFIER,46101465,8.0,COVID
MODIFIER,46102172,5.0,COVID
MODIFIER,46103679,4.0,COVID
MODIFIER,46107497,11.0,COVID
MODIFIER,46107600,14.0,COVID
MODIFIER,46108284,15.0,COVID
MODIFIER,46108399,12.0,COVID
MODIFIER,46111080,5.0,COVID
MODIFIER,46111212,5.0,COVID
MODIFIER,46111758,5.0,COVID
MODIFIER,46111868,5.0,COVID
MODIFIER,46114215,5.0,COVID
MODIFIER,46116009,4.0,COVID
MODIFIER,46117095,9.0,COVID
MODIFIER,46117959,11.0,COVID
MODIFIER,46118438,5.0,COVID
MODIFIER,46120516,5.0,COVID
MODIFIER,46123042,4.0,COVID
MODIFIER,46123054,4.0,COVID
MODIFIER,46123332,2.0,COVID
MODIFIER,46124417,5.0,COVID
MODIFIER,46127556,5.0,COVID
MODIFIER,46128541,5.0,COVID
MODIFIER,46128708,5.0,COVID
MODIFIER,46128712,5.0,COVID
MODIFIER,46131224,11.0,COVID
MODIFIER,46135689,7.0,COVID
MODIFIER,46138106,15.0,COVID
MODIFIER,46138454,16.0,COVID
MODIFIER,46138841,13.0,COVID
MODIFIER,46140072,16.0,COVID
MODIFIER,46141843,13.0,COVID
MODIFIER,46142463,13.0,COVID
MODIFIER,46177161,15.0,COVID
MODIFIER,46177863,4.0,COVID
MODIFIER,46177991,4.0,COVID
MODIFIER,46222036,5.0,COVID
MODIFIER,46318050,13.0,COVID
MODIFIER,46327587,16.0,COVID
MODIFIER,46330421,5.0,COVID
MODIFIER,46330441,5.0,COVID
MODIFIER,46330871,15.0,COVID
MODIFIER,46332839,15.0,COVID
MODIFIER,46333405,12.0,COVID
MODIFIER,46333660,11.0,COVID
MODIFIER,46335668,15.0,COVID
